team,champion,team_champion_pick_rows,wins_with_champion,op_pick_rows,patches,example_matches,win_rate_with_champion
Marere Invokers,Renekton,2,1,0,26.11,"Circuito Desafiante/2026 Season/Split 2 Promotion_Round 1_3_3, Circuito Desafiante/2026 Season/Split 2 Promotion_Round 3_1_1",0.5
Marere Invokers,Seraphine,2,2,0,26.11,"Circuito Desafiante/2026 Season/Split 2 Promotion_Round 1_2_2, Circuito Desafiante/2026 Season/Split 2 Promotion_Round 3_1_2",1.0
Marere Invokers,Syndra,2,2,0,26.11,"Circuito Desafiante/2026 Season/Split 2 Promotion_Round 1_3_3, Circuito Desafiante/2026 Season/Split 2 Promotion_Round 3_1_2",1.0
Marere Invokers,Vayne,2,1,0,26.11,"Circuito Desafiante/2026 Season/Split 2 Promotion_Round 1_2_2, Circuito Desafiante/2026 Season/Split 2 Promotion_Round 3_1_4",0.5
Maryville University,Akali,2,0,0,26.10,"North American Challengers League/2026 Season/Spring Season_Week 8_1_2, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_1",0.0
Maryville University,Ashe,2,1,0,26.10,"North American Challengers League/2026 Season/Spring Playoffs_Round 1_2_3, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_2",0.5
Maryville University,Azir,2,2,0,26.10,"North American Challengers League/2026 Season/Spring Season_Week 8_1_1, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_3",1.0
Maryville University,Bard,2,2,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_5_1, North American Challengers League/2026 Season/Spring Season_Week 8_1_1",1.0
Maryville University,Caitlyn,2,1,0,26.10,"North American Challengers League/2026 Season/Spring Playoffs_Round 1_2_2, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_4",0.5
Maryville University,Corki,2,2,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_5_2, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_3",1.0
Maryville University,K'Sante,2,1,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_5_1, North American Challengers League/2026 Season/Spring Playoffs_Round 1_2_3",0.5
Maryville University,Mel,2,1,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_5_2, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_4",0.5
Maryville University,Naafiri,2,1,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_5_2, North American Challengers League/2026 Season/Spring Season_Week 8_1_3",0.5
Maryville University,Nami,2,2,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_5_2, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_3",1.0
Maryville University,Pantheon,2,1,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_5_2, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_1",0.5
Maryville University,Seraphine,2,1,0,26.10,"North American Challengers League/2026 Season/Spring Playoffs_Round 1_2_3, North American Challengers League/2026 Season/Spring Playoffs_Round 1_3_2",0.5
Maryville University,Wukong,2,1,0,26.10,"North American Challengers League/2026 Season/Spring Season_Week 8_1_2, North American Challengers League/2026 Season/Spring Playoffs_Round 1_2_2",0.5
Meavedron,Aatrox,2,2,0,26.10,"Hitpoint Masters/2026 Season/Spring Split_Week 4_3_3, Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_3_3",1.0
Meavedron,Ahri,2,1,0,26.10,"Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_3_4, Hitpoint Masters/2026 Season/Spring Playoffs_Round 2_1_1",0.5
Meavedron,Ashe,2,1,0,26.10,"Hitpoint Masters/2026 Season/Spring Split_Week 4_3_3, Hitpoint Masters/2026 Season/Spring Playoffs_Round 2_1_2",0.5
Meavedron,Ezreal,2,0,0,26.10,"Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_1_1, Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_3_1",0.0
Meavedron,Fiora,2,1,0,26.10,"Hitpoint Masters/2026 Season/Spring Split_Week 4_8_1, Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_3_1",0.5
Meavedron,Jarvan IV,2,1,0,26.10,"Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_1_1, Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_3_4",0.5
Meavedron,Shen,2,1,0,26.10,"Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_3_3, Hitpoint Masters/2026 Season/Spring Playoffs_Round 2_1_1",0.5
Meavedron,Sylas,2,0,0,26.10,"Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_1_3, Hitpoint Masters/2026 Season/Spring Playoffs_Round 2_1_3",0.0
Meavedron,Syndra,2,1,0,26.10,"Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_3_3, Hitpoint Masters/2026 Season/Spring Playoffs_Round 2_1_2",0.5
Meavedron,Varus,2,2,0,26.10,"Hitpoint Masters/2026 Season/Spring Split_Week 4_8_1, Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_3_2",1.0
Meavedron,Veigar,2,1,0,26.10,"Hitpoint Masters/2026 Season/Spring Split_Week 4_8_2, Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_1_1",0.5
Mind Blue eSports,Anivia,2,1,0,"26.09, 26.10","Benelux Ascend Series/2026 Season/Spring Split_Week 6_3_2, Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_1_2",0.5
Mind Blue eSports,Ashe,2,1,0,26.09,"Benelux Ascend Series/2026 Season/Spring Split_Week 6_3_1, Benelux Ascend Series/2026 Season/Spring Split_Week 7_1_1",0.5
Mind Blue eSports,Azir,2,1,0,"26.10, 26.11","Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_1_2, Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_2_1",0.5
Mind Blue eSports,Caitlyn,2,1,0,"26.09, 26.11","Benelux Ascend Series/2026 Season/Spring Split_Week 6_3_2, Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_2_2",0.5
Mind Blue eSports,Jinx,2,0,0,"26.09, 26.11","Benelux Ascend Series/2026 Season/Spring Split_Week 7_1_2, Benelux Ascend Series/2026 Season/Spring Playoffs_Finals_1_2",0.0
Mind Blue eSports,Kai'Sa,2,1,0,26.11,"Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_2_4, Benelux Ascend Series/2026 Season/Spring Playoffs_Finals_1_3",0.5
Mind Blue eSports,Kayn,2,1,0,"26.09, 26.10","Benelux Ascend Series/2026 Season/Spring Split_Week 7_1_2, Benelux Ascend Series/2026 Season/Spring Playoffs_Round 1_2_2",0.5
Mind Blue eSports,Malphite,2,0,0,"26.09, 26.11","Benelux Ascend Series/2026 Season/Spring Split_Week 7_1_1, Benelux Ascend Series/2026 Season/Spring Playoffs_Finals_1_4",0.0
Mind Blue eSports,Pantheon,2,1,0,"26.09, 26.10","Benelux Ascend Series/2026 Season/Spring Split_Week 6_3_1, Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_1_2",0.5
Mind Blue eSports,Rell,2,1,0,26.11,"Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_2_4, Benelux Ascend Series/2026 Season/Spring Playoffs_Finals_1_2",0.5
Mind Blue eSports,Rumble,2,1,0,26.11,"Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_2_1, Benelux Ascend Series/2026 Season/Spring Playoffs_Finals_1_3",0.5
Mind Blue eSports,Seraphine,2,1,0,26.09,"Benelux Ascend Series/2026 Season/Spring Split_Week 6_3_1, Benelux Ascend Series/2026 Season/Spring Split_Week 7_1_1",0.5
Mind Blue eSports,Sivir,2,1,0,"26.10, 26.11","Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_1_4, Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_2_3",0.5
Mind Blue eSports,Syndra,2,1,0,"26.10, 26.11","Benelux Ascend Series/2026 Season/Spring Playoffs_Round 1_2_2, Benelux Ascend Series/2026 Season/Spring Playoffs_Finals_1_4",0.5
Mind Blue eSports,Yunara,2,2,0,26.10,"Benelux Ascend Series/2026 Season/Spring Playoffs_Round 1_2_2, Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_1_3",1.0
Mind Blue eSports,Zoe,2,1,0,"26.09, 26.11","Benelux Ascend Series/2026 Season/Spring Split_Week 7_1_1, Benelux Ascend Series/2026 Season/Spring Playoffs_Semifinals_2_4",0.5
Misa Esports,Akali,2,1,0,"26.09, 26.11","TCL/2026 Season/Spring Split_Week 5_5_2, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_2",0.5
Misa Esports,Alistar,2,2,0,"26.10, 26.11","TCL/2026 Season/Spring Playoffs_Round 2_1_3, EMEA Masters/2026 Season/Spring Main Event_Groups Day 3_1_2",1.0
Misa Esports,Jayce,2,2,0,"26.10, 26.11","TCL/2026 Season/Spring Playoffs_Round 2_1_3, EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_1_2",1.0
Misa Esports,Jhin,2,1,0,"26.10, 26.11","TCL/2026 Season/Spring Playoffs_Round 2_1_3, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_2",0.5
Misa Esports,Karma,2,0,0,26.11,"EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_1_1, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_1",0.0
Misa Esports,Nocturne,2,2,0,"26.09, 26.10","TCL/2026 Season/Spring Split_Week 5_5_2, TCL/2026 Season/Spring Playoffs_Round 2_1_2",1.0
Misa Esports,Orianna,2,2,0,26.09,"TCL/2026 Season/Spring Split_Week 5_2_1, TCL/2026 Season/Spring Split_Week 5_5_1",1.0
Misa Esports,Pantheon,2,0,0,26.11,"EMEA Masters/2026 Season/Spring Main Event_Groups Day 2_1_2, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_2",0.0
Misa Esports,Pyke,2,1,0,"26.09, 26.11","TCL/2026 Season/Spring Split_Week 6_3_2, EMEA Masters/2026 Season/Spring Main Event_Quarterfinals_4_2",0.5
Misa Esports,Seraphine,2,2,0,"26.10, 26.11","TCL/2026 Season/Spring Playoffs_Round 2_1_2, EMEA Masters/2026 Season/Spring Main Event_Groups Day 1_1_1",1.0
Misa Esports,Twisted Fate,2,2,0,"26.09, 26.10","TCL/2026 Season/Spring Split_Week 5_2_2, TCL/2026 Season/Spring Playoffs_Round 2_1_2",1.0
Mongolia (National Team),Nautilus,2,1,0,26.11,"2026 Asian Games/Qualifier_Day 1_8_1, 2026 Asian Games/Qualifier_Day 2_4_1",0.5
Mongolia (National Team),Xin Zhao,2,0,0,26.11,"2026 Asian Games/Qualifier_Day 2_4_1, 2026 Asian Games/Qualifier_Day 3_12_1",0.0
Movistar KOI,Bard,2,1,0,26.09,"LEC/2026 Season/Spring Season_Week 7_4_1, Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_4_1",0.5
Movistar KOI,Corki,2,0,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_2_1, LEC/2026 Season/Spring Playoffs_Round 3_2_3",0.0
Movistar KOI,Gnar,2,0,0,"26.09, 26.10","LEC/2026 Season/Spring Season_Week 7_6_2, LEC/2026 Season/Spring Playoffs_Round 3_1_5",0.0
Movistar KOI,Kalista,2,1,0,26.09,"LEC/2026 Season/Spring Season_Week 6_6_1, LEC/2026 Season/Spring Season_Week 7_2_2",0.5
Movistar KOI,Lee Sin,2,1,0,26.10,"LEC/2026 Season/Spring Playoffs_Round 1_2_3, LEC/2026 Season/Spring Playoffs_Round 3_1_4",0.5
Movistar KOI,Miss Fortune,2,0,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/EMEA_Round 6_2_2, LEC/2026 Season/Spring Playoffs_Round 3_1_4",0.0
Movistar KOI,Nami,2,1,0,26.10,"LEC/2026 Season/Spring Playoffs_Round 3_1_2, LEC/2026 Season/Spring Playoffs_Round 3_2_3",0.5
Movistar KOI,Nautilus,2,1,0,"26.09, 26.10","LEC/2026 Season/Spring Season_Week 7_6_2, LEC/2026 Season/Spring Playoffs_Round 3_1_1",0.5
Movistar KOI,Renata Glasc,2,1,0,26.09,"LEC/2026 Season/Spring Season_Week 6_6_1, LEC/2026 Season/Spring Season_Week 7_2_2",0.5
Movistar KOI,Viktor,2,1,0,26.09,"LEC/2026 Season/Spring Season_Week 7_2_1, Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_2_2",0.5
Movistar KOI,Wukong,2,1,0,26.10,"LEC/2026 Season/Spring Playoffs_Round 1_2_1, LEC/2026 Season/Spring Playoffs_Round 3_2_3",0.5
Movistar KOI,Yunara,2,1,0,26.09,"LEC/2026 Season/Spring Season_Week 7_6_1, Esports World Cup 2026/Online Qualifiers/EMEA_Round 6_2_3",0.5
Movistar KOI,Zeri,2,0,0,"26.09, 26.10","LEC/2026 Season/Spring Season_Week 7_4_3, LEC/2026 Season/Spring Playoffs_Round 3_1_3",0.0
Movistar KOI Fénix,Akali,2,1,0,"26.09, 26.10","LES/2026 Season/Spring Split_Week 6_2_2, LES/2026 Season/Spring Playoffs_Semifinals_2_2",0.5
Movistar KOI Fénix,Azir,2,1,0,26.09,"LES/2026 Season/Spring Split_Week 5_4_2, LES/2026 Season/Spring Split_Week 6_2_1",0.5
Movistar KOI Fénix,Jinx,2,1,0,26.10,"LES/2026 Season/Spring Playoffs_Semifinals_2_3, LES/2026 Season/Spring Playoffs_Third-Place Match_1_3",0.5
Movistar KOI Fénix,Karma,2,1,0,"26.09, 26.10","LES/2026 Season/Spring Split_Week 6_2_1, LES/2026 Season/Spring Split_Week 7_4_1",0.5
Movistar KOI Fénix,Neeko,2,1,0,"26.09, 26.10","LES/2026 Season/Spring Split_Week 5_4_1, LES/2026 Season/Spring Playoffs_Third-Place Match_1_2",0.5
Movistar KOI Fénix,Ryze,2,0,0,26.10,"LES/2026 Season/Spring Playoffs_Semifinals_2_5, LES/2026 Season/Spring Playoffs_Third-Place Match_1_1",0.0
Movistar KOI Fénix,Taliyah,2,1,0,26.10,"LES/2026 Season/Spring Split_Week 7_4_2, LES/2026 Season/Spring Playoffs_Semifinals_2_3",0.5
Movistar KOI Fénix,Viktor,2,2,0,26.10,"LES/2026 Season/Spring Playoffs_Semifinals_2_1, LES/2026 Season/Spring Playoffs_Third-Place Match_1_2",1.0
Movistar KOI Fénix,Yorick,2,0,0,"26.09, 26.10","LES/2026 Season/Spring Split_Week 5_4_2, LES/2026 Season/Spring Playoffs_Third-Place Match_1_1",0.0
Myth Esports,Sion,2,0,0,26.09,"Road Of Legends/2026 Season/Spring Split_Week 6_4_1, Road Of Legends/2026 Season/Spring Split_Week 7_3_2",0.0
NATÁLKY IMAGINÁRNÍ KAMARÁDI,Camille,2,0,0,26.10,"Streamers Clash/Season 4_Day 3_4_1, Streamers Clash/Season 4_Day 7_1_1",0.0
NATÁLKY IMAGINÁRNÍ KAMARÁDI,Veigar,2,0,0,26.10,"Streamers Clash/Season 4_Day 3_4_1, Streamers Clash/Season 4_Day 4_3_1",0.0
NRG,Alistar,2,0,0,26.10,"North American Challengers League/2026 Season/Spring Playoffs_Round 2_1_2, North American Challengers League/2026 Season/Spring Playoffs_Round 3_1_2",0.0
NRG,Caitlyn,2,2,0,26.09,"North American Challengers League/2026 Season/Spring Season_Week 7_1_1, North American Challengers League/2026 Season/Spring Season_Week 7_4_2",1.0
NRG,Fiora,2,1,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_4_3, North American Challengers League/2026 Season/Spring Playoffs_Round 3_1_4",0.5
NRG,Hwei,2,2,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_1_1, North American Challengers League/2026 Season/Spring Playoffs_Round 3_1_3",1.0
NRG,Jarvan IV,2,0,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_4_1, North American Challengers League/2026 Season/Spring Playoffs_Round 3_1_2",0.0
NRG,Nidalee,2,1,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_1_2, North American Challengers League/2026 Season/Spring Playoffs_Round 3_1_5",0.5
NRG,Wukong,2,1,0,"26.09, 26.10","North American Challengers League/2026 Season/Spring Season_Week 7_4_3, North American Challengers League/2026 Season/Spring Playoffs_Round 2_1_2",0.5
Natus Vincere,Ambessa,2,0,0,26.09,"LEC/2026 Season/Spring Season_Week 6_4_2, Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_3_2",0.0
Natus Vincere,Bard,2,1,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/EMEA_Round 5_1_1, LEC/2026 Season/Spring Playoffs_Round 1_3_3",0.5
Natus Vincere,K'Sante,2,0,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/EMEA_Round 5_1_2, LEC/2026 Season/Spring Playoffs_Round 1_3_1",0.0
Natus Vincere,Lulu,2,0,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_1_1, LEC/2026 Season/Spring Playoffs_Round 1_3_1",0.0
Natus Vincere,Naafiri,2,1,0,"26.09, 26.10","Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_1_2, LEC/2026 Season/Spring Playoffs_Round 1_3_3",0.5
Natus Vincere,Rumble,2,0,0,26.09,"LEC/2026 Season/Spring Season_Week 6_4_1, Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_3_2",0.0
Natus Vincere,Ryze,2,0,0,26.09,"LEC/2026 Season/Spring Season_Week 6_4_1, Esports World Cup 2026/Online Qualifiers/EMEA_Round 4_1_2",0.0
Natus Vincere,Xin Zhao,2,0,0,"26.09, 26.10","LEC/2026 Season/Spring Season_Week 6_4_1, LEC/2026 Season/Spring Playoffs_Round 1_3_1",0.0
New Meta,Ambessa,2,1,0,"26.09, 26.10","LJL/2026 Season/Spring Series_Week 3_4_2, LJL/2026 Season/Spring Series_Week 6_2_1",0.5
New Meta,Anivia,2,0,0,26.10,"LJL/2026 Season/Spring Series_Week 4_2_3, LJL/2026 Season/Spring Series_Week 6_2_3",0.0
New Meta,Ashe,2,1,0,26.10,"LJL/2026 Season/Spring Series_Week 4_2_2, LJL/2026 Season/Spring Series_Week 5_1_2",0.5
New Meta,Karma,2,1,0,26.10,"LJL/2026 Season/Spring Series_Week 4_2_1, LJL/2026 Season/Spring Series_Week 5_1_1",0.5
New Meta,Nautilus,2,1,0,"26.09, 26.10","LJL/2026 Season/Spring Series_Week 2_4_1, LJL/2026 Season/Spring Series_Week 5_1_2",0.5
New Meta,Seraphine,2,1,0,"26.09, 26.10","LJL/2026 Season/Spring Series_Week 3_4_3, LJL/2026 Season/Spring Series_Week 4_2_2",0.5
New Meta,Shen,2,1,0,26.10,"LJL/2026 Season/Spring Series_Week 5_1_3, LJL/2026 Season/Spring Series_Week 6_2_3",0.5
New Meta,Skarner,2,0,0,"26.09, 26.10","LJL/2026 Season/Spring Series_Week 3_4_2, LJL/2026 Season/Spring Series_Week 4_2_2",0.0
New Meta,Tryndamere,2,1,0,"26.09, 26.10","LJL/2026 Season/Spring Series_Week 3_4_3, LJL/2026 Season/Spring Series_Week 4_2_2",0.5
New Meta,Varus,2,2,0,26.10,"LJL/2026 Season/Spring Series_Week 5_1_3, LJL/2026 Season/Spring Series_Week 6_2_1",1.0
NextGeneration Esports,Akali,2,2,0,26.09,"Arabian League 2nd Division/2026 Season/Spring Split_Week 4_5_2, Arabian League 2nd Division/2026 Season/Spring Playoffs_Round 2_2_2",1.0
NextGeneration Esports,Ashe,2,1,0,"26.09, 26.11","Arabian League 2nd Division/2026 Season/Spring Split_Week 4_5_2, Arabian League/2026 Season/Summer Promotion_Round 1_3_4",0.5
NextGeneration Esports,Caitlyn,2,0,0,"26.09, 26.11","Arabian League 2nd Division/2026 Season/Spring Split_Week 4_5_1, Arabian League/2026 Season/Summer Promotion_Round 1_3_2",0.0
NextGeneration Esports,Corki,2,1,0,"26.09, 26.11","Arabian League 2nd Division/2026 Season/Spring Playoffs_Finals_1_1, Arabian League/2026 Season/Summer Promotion_Round 1_1_2",0.5
NextGeneration Esports,Fizz,2,1,0,26.09,"Arabian League 2nd Division/2026 Season/Spring Playoffs_Round 2_2_2, Arabian League 2nd Division/2026 Season/Spring Playoffs_Finals_1_3",0.5
NextGeneration Esports,Gragas,2,2,0,26.09,"Arabian League 2nd Division/2026 Season/Spring Split_Week 4_5_3, Arabian League 2nd Division/2026 Season/Spring Playoffs_Finals_1_1",1.0
NextGeneration Esports,Irelia,2,1,0,"26.09, 26.11","Arabian League 2nd Division/2026 Season/Spring Split_Week 4_5_3, Arabian League/2026 Season/Summer Promotion_Round 1_3_4",0.5
NextGeneration Esports,Jarvan IV,2,1,0,"26.09, 26.11","Arabian League 2nd Division/2026 Season/Spring Playoffs_Finals_1_3, Arabian League/2026 Season/Summer Promotion_Round 1_3_1",0.5
NextGeneration Esports,LeBlanc,2,0,0,26.09,"Arabian League 2nd Division/2026 Season/Spring Playoffs_Round 2_1_2, Arabian League 2nd Division/2026 Season/Spring Playoffs_Finals_1_4",0.0
NextGeneration Esports,Lee Sin,2,1,0,26.09,"Arabian League 2nd Division/2026 Season/Spring Playoffs_Round 2_1_2, Arabian League 2nd Division/2026 Season/Spring Playoffs_Finals_1_1",0.5
NextGeneration Esports,Lulu,2,1,0,26.09,"Arabian League 2nd Division/2026 Season/Spring Split_Week 5_2_2, Arabian League 2nd Division/2026 Season/Spring Playoffs_Finals_1_4",0.5
NextGeneration Esports,Ornn,2,1,0,"26.09, 26.11","Arabian League 2nd Division/2026 Season/Spring Split_Week 5_2_2, Arabian League/2026 Season/Summer Promotion_Round 1_3_2",0.5
NextGeneration Esports,Poppy,2,0,0,"26.09, 26.11","Arabian League 2nd Division/2026 Season/Spring Playoffs_Finals_1_2, Arabian League/2026 Season/Summer Promotion_Round 1_3_4",0.0
NextGeneration Esports,Rell,2,0,0,"26.09, 26.11","Arabian League 2nd Division/2026 Season/Spring Playoffs_Finals_1_3, Arabian League/2026 Season/Summer Promotion_Round 1_1_2",0.0
NextGeneration Esports,Sejuani,2,1,0,26.09,"Arabian League 2nd Division/2026 Season/Spring Split_Week 4_5_3, Arabian League 2nd Division/2026 Season/Spring Playoffs_Finals_1_4",0.5
NextGeneration Esports,Shen,2,0,0,26.09,"Arabian League 2nd Division/2026 Season/Spring Playoffs_Round 1_2_2, Arabian League 2nd Division/2026 Season/Spring Playoffs_Finals_1_4",0.0
NextGeneration Esports,Xerath,2,0,0,26.11,"Arabian League/2026 Season/Summer Promotion_Round 1_1_2, Arabian League/2026 Season/Summer Promotion_Round 1_3_2",0.0
Nightbirds,Aatrox,2,2,0,"26.09, 26.10","Hitpoint Masters/2026 Season/Spring Split_Week 3_3_3, Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_1_2",1.0
Nightbirds,Alistar,2,1,0,26.11,"Hitpoint Masters/2026 Season/Spring Playoffs_Round 3_2_2, EMEA Masters/2026 Season/Spring Play-In_Round 2_2_1",0.5
Nightbirds,Ambessa,2,0,0,26.11,"Hitpoint Masters/2026 Season/Spring Playoffs_Finals_1_3, EMEA Masters/2026 Season/Spring Play-In_Round 5_2_1",0.0
Nightbirds,Caitlyn,2,0,0,"26.10, 26.11","Hitpoint Masters/2026 Season/Spring Playoffs_Round 3_1_3, EMEA Masters/2026 Season/Spring Play-In_Round 3_5_1",0.0
Nightbirds,Lucian,2,1,0,"26.09, 26.10","Hitpoint Masters/2026 Season/Spring Split_Week 3_3_2, Hitpoint Masters/2026 Season/Spring Playoffs_Round 3_1_1",0.5
Nightbirds,Milio,2,1,0,"26.09, 26.10","Hitpoint Masters/2026 Season/Spring Split_Week 3_3_2, Hitpoint Masters/2026 Season/Spring Playoffs_Round 3_1_1",0.5
Nightbirds,Miss Fortune,2,2,0,"26.10, 26.11","Hitpoint Masters/2026 Season/Spring Playoffs_Round 3_1_2, Hitpoint Masters/2026 Season/Spring Playoffs_Round 3_2_2",1.0
Nightbirds,Pantheon,2,2,0,26.10,"Hitpoint Masters/2026 Season/Spring Split_Week 4_4_1, Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_1_3",1.0
Nightbirds,Renekton,2,1,0,26.10,"Hitpoint Masters/2026 Season/Spring Split_Week 4_6_1, Hitpoint Masters/2026 Season/Spring Playoffs_Round 3_1_5",0.5
Nightbirds,Sion,2,1,0,"26.10, 26.11","Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_1_3, EMEA Masters/2026 Season/Spring Play-In_Round 3_5_1",0.5
Nightbirds,Skarner,2,1,0,"26.09, 26.10","Hitpoint Masters/2026 Season/Spring Split_Week 3_3_3, Hitpoint Masters/2026 Season/Spring Playoffs_Round 3_1_5",0.5
Nightbirds,Tristana,2,1,0,26.10,"Hitpoint Masters/2026 Season/Spring Split_Week 4_6_1, Hitpoint Masters/2026 Season/Spring Playoffs_Round 3_1_5",0.5
Nightbirds,Varus,2,1,0,"26.10, 26.11","Hitpoint Masters/2026 Season/Spring Split_Week 4_6_2, Hitpoint Masters/2026 Season/Spring Playoffs_Finals_1_2",0.5
Nightbirds,Vayne,2,2,0,26.10,"Hitpoint Masters/2026 Season/Spring Split_Week 4_4_1, Hitpoint Masters/2026 Season/Spring Playoffs_Round 3_1_1",1.0
Nightbirds,Xayah,2,1,0,"26.10, 26.11","Hitpoint Masters/2026 Season/Spring Split_Week 4_4_2, EMEA Masters/2026 Season/Spring Play-In_Round 5_2_1",0.5
Nightbirds,Yunara,2,1,0,"26.10, 26.11","Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_1_3, Hitpoint Masters/2026 Season/Spring Playoffs_Finals_1_1",0.5
Nightbirds,Yuumi,2,2,0,26.10,"Hitpoint Masters/2026 Season/Spring Split_Week 4_6_2, Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_1_1",1.0
Nightbirds,Zeri,2,2,0,26.10,"Hitpoint Masters/2026 Season/Spring Split_Week 4_6_2, Hitpoint Masters/2026 Season/Spring Playoffs_Round 1_1_1",1.0
